317.740, 129.490, 0.000,  0.000 False
317.740, 129.490, 0.002,  0.023 False
317.740, 129.490, 0.002,  0.056 False
317.740, 129.490, 0.002,  0.089 False
317.740, 129.490, 0.002,  0.122 False
317.740, 129.490, 0.001,  0.155 False
317.740, 129.490, 0.001,  0.188 False
317.740, 129.490, 0.001,  0.221 False
317.740, 129.490, 0.001,  0.254 False
317.740, 129.490, 0.001,  0.287 False
317.740, 129.490, 0.001,  0.320 False
317.740, 129.490, 0.001,  0.353 False
317.740, 129.490, 0.000,  0.386 False
317.740, 129.490, 0.000,  0.419 False
317.740, 129.490, 0.000,  0.452 False
317.740, 129.490, 0.000,  0.485 False
317.740, 129.490, 0.000,  0.518 False
317.740, 129.490, 0.000,  0.551 False
317.740, 129.490, 0.000,  0.584 False
317.740, 129.490, 0.000,  0.617 False
317.740, 129.490, 0.000,  0.650 False
317.740, 129.490, 0.000,  0.683 False
317.740, 129.490, 0.000,  0.716 False
317.740, 129.490, 0.000,  0.749 False
317.740, 129.490, 0.000,  0.782 False
317.740, 129.490, 0.000,  0.815 False
317.740, 129.490, 0.000,  0.848 False
317.740, 129.490, 0.000,  0.881 False
317.740, 129.490, 0.000,  0.914 False
317.740, 129.490, 0.000,  0.947 False
317.740, 129.490, 0.000,  0.980 False
317.740, 129.490, 0.000,  1.013 False
317.740, 129.490, 0.000,  1.046 False
317.740, 129.490, 0.000,  1.079 False
317.740, 129.490, 0.000,  1.112 False
317.740, 129.490, 0.000,  1.145 False
317.740, 129.490, 0.000,  1.178 False
317.740, 129.490, 0.000,  1.211 False
317.740, 129.490, 0.000,  1.244 False
317.740, 129.490, 0.000,  1.277 False
317.740, 129.490, 0.000,  1.310 False
317.740, 129.490, 0.000,  1.343 False
317.740, 129.490, 0.000,  1.376 False
317.740, 129.490, 0.000,  1.409 False
317.740, 129.490, 0.000,  1.442 False
317.740, 129.490, 0.000,  1.475 False
317.740, 129.490, 0.000,  1.508 False
317.740, 129.490, 0.000,  1.541 False
317.740, 129.490, 0.000,  1.574 False
317.740, 129.490, 0.000,  1.607 False
317.740, 129.490, 0.000,  1.640 False
317.740, 129.490, 0.000,  1.673 False
317.740, 129.490, 0.000,  1.706 False
317.740, 129.490, 0.000,  1.739 False
317.740, 129.490, 0.000,  1.772 False
317.740, 129.490, 0.000,  1.805 False
317.740, 129.490, 0.000,  1.838 False
317.740, 129.490, 0.000,  1.871 False
317.740, 129.490, 0.000,  1.904 False
317.740, 129.490, 0.000,  1.937 False
317.740, 129.490, 0.000,  1.970 False
317.740, 129.490, 0.000,  2.003 False
317.740, 129.490, 0.000,  2.036 False
317.740, 129.490, 0.000,  2.069 False
317.740, 129.490, 0.000,  2.102 False
317.740, 129.490, 0.000,  2.135 False
317.740, 129.490, 0.000,  2.168 False
317.740, 129.490, 0.000,  2.201 False
317.740, 129.490, 0.000,  2.234 False
317.740, 129.490, 0.000,  2.267 False
317.740, 129.490, 0.000,  2.300 False
317.740, 129.490, 0.000,  2.333 False
317.740, 129.490, 0.000,  2.366 False
317.740, 129.490, 0.000,  2.399 False
317.740, 129.490, 0.000,  2.432 False
317.740, 129.490, 0.000,  2.465 False
317.740, 129.490, 0.000,  2.498 False
317.740, 129.490, 0.000,  2.531 False
317.740, 129.490, 0.000,  2.564 False
317.740, 129.490, 0.000,  2.597 False
317.740, 129.490, 0.000,  2.630 False
317.740, 129.490, 0.000,  2.663 False
317.740, 129.490, 0.000,  2.696 False
317.740, 129.490, 0.000,  2.729 False
317.740, 129.490, 0.000,  2.762 False
317.740, 129.490, 0.000,  2.795 False
317.740, 129.490, 0.000,  2.828 False
317.740, 129.490, 0.000,  2.861 False
317.740, 129.490, 0.000,  2.894 False
317.740, 129.490, 0.000,  2.927 False
317.740, 129.490, 0.000,  2.960 False
317.740, 129.490, 0.000,  2.993 False
317.740, 129.490, 0.000,  3.026 False
317.740, 129.490, 0.000,  3.059 False
317.740, 129.490, 0.000,  3.092 False
317.740, 129.490, 0.000,  3.125 False
317.740, 129.490, 0.000,  3.158 False
317.740, 129.490, 0.000,  3.191 False
317.740, 129.490, 0.000,  3.224 False
317.740, 129.490, 0.000,  3.257 False
317.740, 129.490, 0.000,  3.290 False
317.740, 129.490, 0.000,  3.323 False
317.740, 129.490, 0.000,  3.356 False
317.740, 129.490, 0.000,  3.389 False
317.740, 129.490, 0.000,  3.422 False
317.740, 129.490, 0.000,  3.455 False
317.740, 129.490, 0.000,  3.488 False
317.740, 129.490, 0.000,  3.521 False
317.740, 129.490, 0.000,  3.554 False
317.740, 129.490, 0.000,  3.587 False
